datetime,temperature_C,power_draw_W,utilization_MiB,memory_used_MiB,memory_total_percentage
2018-02-24 01:27:09.286160,91,90.36,2822,8114,100
2018-02-24 01:27:19.323055,91,90.29,2822,8114,100
2018-02-24 01:27:29.353453,91,90.25,2822,8114,100
2018-02-24 01:27:39.388070,91,90.29,2822,8114,100
2018-02-24 01:27:49.419881,91,90.33,2822,8114,100
2018-02-24 01:27:59.462453,91,90.33,2822,8114,100
2018-02-24 01:28:09.495433,91,90.29,2822,8114,100
2018-02-24 01:28:19.531096,91,90.29,2822,8114,100
2018-02-24 01:28:29.579030,91,90.36,2822,8114,100
2018-02-24 01:28:39.627021,91,90.33,2822,8114,100
2018-02-24 01:28:49.681299,91,90.36,2822,8114,100
2018-02-24 01:28:59.728932,91,90.36,2822,8114,100
2018-02-24 01:29:09.759999,91,90.41,2822,8114,100
2018-02-24 01:29:19.795867,91,90.36,2822,8114,100
2018-02-24 01:29:29.831457,91,90.44,2822,8114,100
2018-02-24 01:29:39.866397,91,90.48,2822,8114,100
2018-02-24 01:29:49.898700,91,90.29,2822,8114,100
2018-02-24 01:29:59.933003,91,90.48,2822,8114,100
2018-02-24 01:30:09.978106,91,90.44,2822,8114,100
2018-02-24 01:30:20.009411,91,90.52,2822,8114,100
2018-02-24 01:30:30.046312,91,90.52,2822,8114,100
2018-02-24 01:30:40.092325,91,89.79,2822,8114,100
2018-02-24 01:30:50.129303,91,90.21,2822,8114,100
2018-02-24 01:31:00.159439,91,90.60,2822,8114,100
2018-02-24 01:31:10.193559,91,90.60,2822,8114,100
2018-02-24 01:31:20.223588,91,90.29,2822,8114,100
2018-02-24 01:31:30.255783,91,90.44,2822,8114,100
2018-02-24 01:31:40.304412,91,90.33,2822,8114,100
2018-02-24 01:31:50.351746,91,90.36,2822,8114,100
2018-02-24 01:32:00.398770,91,90.52,2822,8114,100
2018-02-24 01:32:10.446285,91,90.29,2822,8114,100
2018-02-24 01:32:20.486500,91,90.48,2822,8114,100
2018-02-24 01:32:30.520325,91,90.41,2822,8114,100
2018-02-24 01:32:40.568494,91,90.36,2822,8114,100
2018-02-24 01:32:50.603262,91,90.41,2822,8114,100
2018-02-24 01:33:00.650050,91,90.48,2822,8114,100
2018-02-24 01:33:10.703212,91,90.52,2822,8114,100
2018-02-24 01:33:20.751400,91,90.41,2822,8114,100
2018-02-24 01:33:30.783344,91,90.44,2822,8114,100
2018-02-24 01:33:40.830176,91,90.36,2822,8114,100
2018-02-24 01:33:50.862808,91,90.48,2822,8114,100
2018-02-24 01:34:00.897324,91,90.33,2822,8114,100
2018-02-24 01:34:10.944040,91,90.48,2822,8114,100
2018-02-24 01:34:20.975487,91,90.44,2822,8114,100
2018-02-24 01:34:31.002870,91,90.33,2822,8114,100
2018-02-24 01:34:41.048326,91,90.33,2822,8114,100
2018-02-24 01:34:51.098253,92,90.29,2822,8114,100
2018-02-24 01:35:01.134186,92,90.29,2822,8114,100
2018-02-24 01:35:11.170729,91,90.14,2822,8114,100
2018-02-24 01:35:21.219348,92,90.48,2822,8114,100
2018-02-24 01:35:31.263637,92,90.29,2822,8114,100
2018-02-24 01:35:41.310210,92,90.33,2822,8114,100
2018-02-24 01:35:51.342055,92,90.29,2822,8114,100
2018-02-24 01:36:01.391281,92,90.42,2822,8114,100
2018-02-24 01:36:11.431981,91,90.33,2822,8114,100
2018-02-24 01:36:21.476444,91,90.29,2822,8114,100
2018-02-24 01:36:31.506481,91,90.48,2822,8114,100
2018-02-24 01:36:41.542479,91,90.52,2822,8114,100
2018-02-24 01:36:51.574063,91,90.44,2822,8114,100
2018-02-24 01:37:01.617247,91,90.36,2822,8114,100
2018-02-24 01:37:11.647420,92,90.33,2822,8114,100
2018-02-24 01:37:21.683649,91,90.44,2822,8114,100
2018-02-24 01:37:31.731503,92,90.44,2822,8114,100
2018-02-24 01:37:41.762659,91,90.33,2822,8114,100
2018-02-24 01:37:51.808814,92,90.44,2822,8114,100
2018-02-24 01:38:01.850759,91,90.48,2822,8114,100
2018-02-24 01:38:11.885253,91,90.52,2822,8114,100
2018-02-24 01:38:21.941080,91,90.33,2822,8114,100
2018-02-24 01:38:31.974275,91,90.41,2822,8114,100
2018-02-24 01:38:42.015761,91,90.29,2822,8114,100
2018-02-24 01:38:52.047604,91,90.41,2822,8114,100
2018-02-24 01:39:02.096010,91,90.48,2822,8114,100
2018-02-24 01:39:12.149606,91,90.48,2822,8114,100
2018-02-24 01:39:22.183437,91,90.48,2822,8114,100
2018-02-24 01:39:32.214319,91,90.44,2822,8114,100
2018-02-24 01:39:42.266294,91,90.44,2822,8114,100
2018-02-24 01:39:52.295370,91,90.25,2822,8114,100
2018-02-24 01:40:02.331493,91,90.29,2822,8114,100
2018-02-24 01:40:12.369486,91,90.36,2822,8114,100
2018-02-24 01:40:22.401876,91,90.29,2822,8114,100
2018-02-24 01:40:32.442190,91,90.25,2822,8114,100
2018-02-24 01:40:42.477113,91,90.33,2822,8114,100
2018-02-24 01:40:52.513854,90,90.36,2822,8114,100
2018-02-24 01:41:02.551194,90,90.33,2822,8114,100
2018-02-24 01:41:12.586301,90,90.33,2822,8114,100
2018-02-24 01:41:22.621028,90,90.17,2822,8114,100
2018-02-24 01:41:32.667186,90,90.21,2822,8114,100
2018-02-24 01:41:42.700840,90,90.29,2822,8114,100
2018-02-24 01:41:52.733850,90,90.25,2822,8114,100
2018-02-24 01:42:02.769080,90,90.36,2822,8114,100
2018-02-24 01:42:12.812749,90,90.33,2822,8114,100
2018-02-24 01:42:22.839210,90,90.14,2822,8114,100
2018-02-24 01:42:32.876405,90,90.36,2822,8114,100
2018-02-24 01:42:42.911624,90,90.33,2822,8114,100
2018-02-24 01:42:52.950736,90,90.21,2822,8114,100
2018-02-24 01:43:02.986508,90,90.17,2822,8114,100
2018-02-24 01:43:13.022162,90,90.48,2822,8114,100
2018-02-24 01:43:23.057782,90,90.33,2822,8114,100
2018-02-24 01:43:33.093897,90,90.44,2822,8114,100
2018-02-24 01:43:43.135594,90,90.29,2822,8114,100
2018-02-24 01:43:53.170438,90,90.29,2822,8114,100
2018-02-24 01:44:03.207981,90,90.36,2822,8114,100
2018-02-24 01:44:13.235645,90,90.35,2822,8114,100
2018-02-24 01:44:23.268243,90,90.02,2822,8114,100
2018-02-24 01:44:33.311178,90,90.14,2822,8114,100
2018-02-24 01:44:43.352523,89,90.17,2822,8114,100
2018-02-24 01:44:53.393272,89,90.21,2822,8114,100
2018-02-24 01:45:03.427214,90,90.21,2822,8114,100
2018-02-24 01:45:13.461587,89,90.14,2822,8114,100
2018-02-24 01:45:23.510506,89,90.17,2822,8114,100
2018-02-24 01:45:33.553802,89,90.14,2822,8114,100
2018-02-24 01:45:43.587489,89,90.17,2822,8114,100
2018-02-24 01:45:53.616662,89,90.36,2822,8114,100
2018-02-24 01:46:03.667188,89,90.29,2822,8114,100
2018-02-24 01:46:13.712696,89,90.29,2822,8114,100
2018-02-24 01:46:23.749972,89,90.21,2822,8114,100
2018-02-24 01:46:33.790865,89,90.29,2822,8114,100
2018-02-24 01:46:43.826106,89,90.33,2822,8114,100
2018-02-24 01:46:53.874860,89,90.14,2822,8114,100
2018-02-24 01:47:03.925396,89,90.17,2822,8114,100
2018-02-24 01:47:13.956708,89,90.29,2822,8114,100
2018-02-24 01:47:24.006558,89,90.33,2822,8114,100
2018-02-24 01:47:34.045947,89,90.29,2822,8114,100
2018-02-24 01:47:44.081837,89,90.33,2822,8114,100
2018-02-24 01:47:54.121988,89,90.25,2822,8114,100
2018-02-24 01:48:04.161254,89,90.36,2822,8114,100
2018-02-24 01:48:14.203509,89,90.36,2822,8114,100
2018-02-24 01:48:24.254162,89,90.29,2822,8114,100
2018-02-24 01:48:34.286753,89,90.48,2822,8114,100
2018-02-24 01:48:44.320862,89,90.29,2822,8114,100
2018-02-24 01:48:54.351970,89,90.29,2822,8114,100
2018-02-24 01:49:04.400954,89,90.33,2822,8114,100
2018-02-24 01:49:14.427215,89,90.33,2822,8114,100
2018-02-24 01:49:24.472381,89,90.29,2822,8114,100
2018-02-24 01:49:34.501035,89,90.44,2822,8114,100
2018-02-24 01:49:44.531786,89,90.17,2822,8114,100
2018-02-24 01:49:54.564814,89,90.48,2822,8114,100
2018-02-24 01:50:04.604549,89,90.21,2822,8114,100
2018-02-24 01:50:14.643876,89,90.21,2822,8114,100
2018-02-24 01:50:24.675112,89,90.29,2822,8114,100
2018-02-24 01:50:34.708372,89,90.14,2822,8114,100
2018-02-24 01:50:44.752465,89,90.29,2822,8114,100
2018-02-24 01:50:54.784451,89,90.21,2822,8114,100
2018-02-24 01:51:04.818955,89,90.29,2822,8114,100
2018-02-24 01:51:14.852541,89,89.67,2822,8114,100
2018-02-24 01:51:24.882223,89,89.98,2822,8114,100
2018-02-24 01:51:34.914507,89,90.33,2822,8114,100
2018-02-24 01:51:44.964675,89,90.36,2822,8114,100
2018-02-24 01:51:54.999597,89,90.29,2822,8114,100
2018-02-24 01:52:05.026173,89,90.21,2822,8114,100
2018-02-24 01:52:15.070470,89,90.36,2822,8114,100
2018-02-24 01:52:25.112379,89,90.29,2822,8114,100
2018-02-24 01:52:35.154653,89,90.33,2822,8114,100
2018-02-24 01:52:45.191248,89,90.36,2822,8114,100
2018-02-24 01:52:55.226964,89,90.33,2822,8114,100
2018-02-24 01:53:05.258829,89,90.33,2822,8114,100
2018-02-24 01:53:15.313049,89,90.21,2822,8114,100
2018-02-24 01:53:25.344293,89,90.29,2822,8114,100
2018-02-24 01:53:35.378722,89,90.36,2822,8114,100
2018-02-24 01:53:45.420793,89,90.36,2822,8114,100
2018-02-24 01:53:55.466777,89,90.36,2822,8114,100
2018-02-24 01:54:05.514416,89,90.33,2822,8114,100
2018-02-24 01:54:15.550858,89,90.29,2822,8114,100
2018-02-24 01:54:25.581885,89,90.29,2822,8114,100
2018-02-24 01:54:35.632008,89,90.21,2822,8114,100
2018-02-24 01:54:45.666865,89,90.36,2822,8114,100
2018-02-24 01:54:55.712667,89,90.29,2822,8114,100
2018-02-24 01:55:05.763430,89,90.17,2822,8114,100
2018-02-24 01:55:15.817635,89,90.29,2822,8114,100
2018-02-24 01:55:25.853222,89,90.14,2822,8114,100
2018-02-24 01:55:35.897888,89,90.21,2822,8114,100
2018-02-24 01:55:45.945545,89,90.21,2822,8114,100
2018-02-24 01:55:55.986183,89,90.29,2822,8114,100
2018-02-24 01:56:06.029427,89,90.21,2822,8114,100
2018-02-24 01:56:16.065022,89,90.25,2822,8114,100
2018-02-24 01:56:26.109855,89,90.29,2822,8114,100
2018-02-24 01:56:36.145509,89,90.36,2822,8114,100
2018-02-24 01:56:46.176269,89,90.36,2822,8114,100
2018-02-24 01:56:56.199976,89,90.21,2822,8114,100
2018-02-24 01:57:06.235798,89,90.29,2822,8114,100
2018-02-24 01:57:16.279607,89,90.36,2822,8114,100
2018-02-24 01:57:26.308514,89,90.21,2822,8114,100
2018-02-24 01:57:36.344807,89,90.33,2822,8114,100
2018-02-24 01:57:46.383503,89,90.17,2822,8114,100
2018-02-24 01:57:56.415658,89,90.17,2822,8114,100
2018-02-24 01:58:06.449537,89,89.36,2822,8114,100
2018-02-24 01:58:16.479545,89,90.14,2822,8114,100
2018-02-24 01:58:26.532046,89,90.17,2822,8114,100
2018-02-24 01:58:36.567313,89,90.29,2822,8114,100
2018-02-24 01:58:46.601378,88,90.21,2822,8114,100
2018-02-24 01:58:56.645399,89,90.21,2822,8114,100
2018-02-24 01:59:06.687817,89,90.14,2822,8114,100
2018-02-24 01:59:16.721598,89,90.17,2822,8114,100
2018-02-24 01:59:26.755812,89,90.14,2822,8114,100
2018-02-24 01:59:36.789012,89,90.17,2822,8114,100
2018-02-24 01:59:46.820280,89,90.21,2822,8114,100
2018-02-24 01:59:56.859061,89,90.21,2822,8114,100
2018-02-24 02:00:06.895427,89,90.21,2822,8114,100
